JobTitle,SalaryEstimate,Rating,CompanyName,CompanySize,FoundedYear,OwnershipType,Industry,Sector,MinSalary,MaxSalary,AverageSalary,state,City,CompanyAge,AverageRevenue,NumberOfCompetitors,Experience_Level,RequiredSkills,EducationLevel,YearsofExperience,SalaryCategory
analyst,54000-92000 ,3.6,Beckman Coulter Diagnostics,10000++,1935.0,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,54000,92000,73000,NY,New York,89.0,3500000000.0,3,Mid-level,"['R', 'SQL', 'Scala']",['Bachelor'],25.0,Low
data scientist,61000-100000 ,3.5,IHS Markit,10000++,2016.0,Public,Consulting,Business Services,61000,100000,80500,NY,New York,8.0,3500000000.0,2,Mid-level,"['Python', 'R', 'SQL']","['Master', 'PhD']",1.0,Medium
data scientist,81000-140000 ,3.7,ALIN,Unknown,1992.0,Private,-1,Information Technology,81000,140000,110500,NY,New York,32.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",7.25830258302583,Medium
data engineer,80000-148000 ,2.9,Affinity Solutions,51-200,1998.0,Private,Advertising & Marketing,Business Services,80000,148000,114000,CA,San Jose,26.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",3.0,Medium
data scientist,108000-171000 ,3.5,e-IT Professionals Corp.,51-200,1992.0,Private,"Health, Beauty, & Fitness",Consumer Services,108000,171000,139500,CA,Foster City,32.0,7500000.0,1,Mid-level,"['Python', 'R', 'SQL']",[],7.25830258302583,High
data scientist,112000-179000 ,4.8,TechProjects,1-50,2011.0,Private,It Services,Information Technology,112000,179000,145500,NY,New York,13.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']",[],5.0,High
data scientist,63000-111000 ,4.0,Biz2Credit Inc,201-500,2007.0,Private,Lending,Finance,63000,111000,87000,NY,New York,17.0,300000000.0,3,Mid-level,['R'],[],4.0,Medium
data scientist,75000-126000 ,4.2,PeoplesBank,201-500,1885.0,Private,Banks & Credit Unions,Finance,75000,126000,100500,MA,Holyoke,139.0,75000000.0,1,Mid-level,"['R', 'SQL']",['Master'],7.25830258302583,Medium
data scientist,110000-184000 ,3.8,Capgemini,10000++,1967.0,Public,Enterprise Software & Network Solutions,Information Technology,110000,184000,147000,NY,New York,57.0,10000000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Scala']","['Bachelor', 'Master', 'PhD']",10.0,High
data engineer,76000-145000 ,3.7,GNY Insurance Companies,201-500,1914.0,Private,Insurance Carriers,Insurance,76000,145000,110500,NY,New York,110.0,300000000.0,3,Mid-level,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",4.0,Medium
analyst,36000-62000 ,3.9,Citadel Federal Credit Union,501-1000,1937.0,Nonprofit Organization,Banks & Credit Unions,Finance,36000,62000,49000,PA,Exton,87.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'SQL']",['Bachelor'],80.0,Low
data scientist,70000-118000 ,4.6,"Conch Technologies, Inc",51-200,1992.0,Private,Consulting,Business Services,70000,118000,94000,MA,Waltham,32.0,7500000.0,1,Mid-level,"['Python', 'R', 'SQL']","['Bachelor', 'Master', 'PhD']",5.0,Medium
data scientist,94000-153000 ,4.3,Medidata Solutions,1001-5000,1999.0,Public,Enterprise Software & Network Solutions,Information Technology,94000,153000,123500,NY,New York,25.0,250500000.0,1,Senior,"['Python', 'R', 'SQL']","['Master', 'PhD']",3.0,Medium
Other,54000-115000 ,3.3,Rochester Regional Health,10000++,2014.0,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,84500,NY,Rochester,10.0,250500000.0,1,Mid-level,['R'],['PhD'],5.0,Medium
analyst,50000-92000 ,3.7,CALIBRE Systems,501-1000,1989.0,Private,It Services,Information Technology,50000,92000,71000,VA,Alexandria,35.0,300000000.0,3,Mid-level,"['R', 'SQL']",['Bachelor'],5.0,Low
data engineer,49000-97000 ,4.0,HP Inc.,10000++,1939.0,Public,Computer Hardware & Software,Information Technology,49000,97000,73000,OR,Corvallis,85.0,3078534386.6171002,1,Mid-level,"['R', 'SQL']","['Bachelor', 'Master']",2.0,Low
director,67000-135000 ,3.6,MassMutual,5001-10000,1851.0,Private,Insurance Carriers,Insurance,67000,135000,101000,MA,Boston,173.0,10000000000.0,1,Mid-level,['R'],['Bachelor'],7.25830258302583,Medium
mle,138000-224000 ,3.9,Tapjoy,201-500,2007.0,Private,Internet,Information Technology,138000,224000,181000,CA,San Francisco,17.0,17500000.0,2,Mid-level,"['Python', 'R', 'SQL']",[],7.25830258302583,High
data scientist,80000-139000 ,3.7,Northrop Grumman,10000++,1939.0,Public,Aerospace & Defense,Aerospace & Defense,80000,139000,109500,CA,San Diego,85.0,10000000000.0,1,Mid-level,"['R', 'SQL', 'Java']",['Bachelor'],2.0,Medium
data scientist,158000-211000 ,3.7,Visa Inc.,10000++,1958.0,Public,It Services,Information Technology,158000,211000,184500,WA,Bellevue,66.0,10000000000.0,3,Senior,"['Python', 'R', 'SQL', 'Scala']",['Bachelor'],10.0,High
data scientist,150000-180000 ,3.9,Quartet Health,201-500,2014.0,Private,Enterprise Software & Network Solutions,Information Technology,150000,180000,165000,NY,New York,10.0,3078534386.6171002,1,Senior,"['Python', 'R', 'Scala']","['Master', 'PhD']",7.0,High
analyst,42000-80000 ,3.7,Motorola Solutions,10000++,1928.0,Public,Computer Hardware & Software,Information Technology,42000,80000,61000,IL,Chicago,96.0,7500000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Scala']","['Bachelor', 'Master']",5.0,Low
data engineer,190000-220000,4.1,Credit Sesame,51-200,2010.0,Private,Internet,Information Technology,190000,220000,205000,CA,Mountain View,14.0,75000000.0,3,Senior,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],7.25830258302583,Very High
analyst,42000-77000 ,3.1,Success Academy Charter Schools,1001-5000,2006.0,School / School District,K-12 Education,Education,42000,77000,59500,NY,New York,18.0,300000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Scala']",[],5.0,Low
Other,68000-139000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,68000,139000,103500,KY,Owensboro,149.0,10000000000.0,1,Mid-level,['R'],['Bachelor'],7.25830258302583,Medium
Other,54000-71000 ,3.0,Infosys,10000++,1981.0,Public,It Services,Information Technology,54000,71000,62500,CT,Hartford,43.0,10000000000.0,3,Mid-level,"['R', 'Java']",['Bachelor'],5.0,Low
manager,34000-92000 ,3.6,MassMutual,5001-10000,1851.0,Private,Insurance Carriers,Insurance,34000,92000,63000,MA,Springfield,173.0,10000000000.0,1,Mid-level,['R'],['Master'],10.0,Low
analyst,47000-85000 ,3.6,AXION Healthcare Solutions,1-50,1980.0,Private,Health Care Services & Hospitals,Health Care,47000,85000,66000,NY,New York,44.0,17500000.0,2,Mid-level,['R'],['Bachelor'],7.25830258302583,Low
data engineer,65000-124000 ,3.5,Alignment Healthcare,501-1000,2013.0,Private,Health Care Services & Hospitals,Health Care,65000,124000,94500,CA,Orange,11.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL', 'Java']","['Bachelor', 'Master']",3.0,Medium
data scientist,56000-95000 ,4.2,ExecOnline,51-200,2012.0,Private,Education Training Services,Education,56000,95000,75500,NY,New York,12.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],3.0,Medium
mle,62000-112000 ,4.0,Mteq,501-1000,1954.0,Public,Aerospace & Defense,Aerospace & Defense,62000,112000,87000,VA,Fort Belvoir,70.0,300000000.0,2,Mid-level,"['Python', 'R']",[],7.25830258302583,Medium
data scientist,107000-173000 ,3.9,AstraZeneca,10000++,1913.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,107000,173000,140000,MD,Gaithersburg,111.0,10000000000.0,3,Senior,"['Python', 'R']",['PhD'],7.25830258302583,High
data scientist,64000-108000 ,3.7,Brillient,201-500,2006.0,Private,It Services,Information Technology,64000,108000,86000,MD,Silver Spring,18.0,37500000.0,1,Mid-level,"['Python', 'R']",['Master'],3.0,Medium
data scientist,89000-144000 ,4.4,Entefy,1-50,2012.0,Private,Internet,Information Technology,89000,144000,116500,CA,Palo Alto,12.0,3078534386.6171002,1,Senior,"['Python', 'R', 'SQL', 'Scala']","['Master', 'PhD']",5.0,Medium
Other,109000-200000 ,3.5,Sunovion,1001-5000,2010.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,109000,200000,154500,MA,Marlborough,14.0,1500000000.0,3,Senior,"['Python', 'R']",['PhD'],5.0,High
mle,61000-113000 ,3.7,Cboe Global Markets,501-1000,1973.0,Public,Stock Exchanges,Finance,61000,113000,87000,KS,Lenexa,51.0,250500000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],7.0,Medium
analyst,35000-62000 ,3.6,San Manuel Casino,1001-5000,1986.0,Private,Gambling,"Arts, Entertainment & Recreation",35000,62000,48500,CA,Highland,38.0,300000000.0,1,Mid-level,"['R', 'SQL']","['Bachelor', 'Master']",2.0,Low
data engineer,55000-105000 ,3.4,Trace3,501-1000,2002.0,Private,It Services,Information Technology,55000,105000,80000,TX,Houston,22.0,1500000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",['Bachelor'],5.0,Medium
Other,18-25 Per Hour,4.0,Texas Health Huguley Hospital,1001-5000,1977.0,Hospital,Health Care Services & Hospitals,Health Care,37440,52000,44720,TX,Burleson,47.0,75000000.0,1,Mid-level,['R'],[],7.25830258302583,Low
Other,39000-66000 ,2.4,Teasdale Latin Foods,501-1000,1992.0,Private,Food & Beverage Manufacturing,Manufacturing,39000,66000,52500,IL,Hoopeston,32.0,300000000.0,1,Mid-level,['R'],['Bachelor'],7.25830258302583,Low
data scientist,135000-211000 ,3.7,Northrop Grumman,10000++,1939.0,Public,Aerospace & Defense,Aerospace & Defense,135000,211000,173000,CA,San Jose,85.0,10000000000.0,1,Mid-level,"['Python', 'R', 'Java', 'C++']","['Bachelor', 'Master', 'PhD']",16.0,High
data engineer,57000-80000 ,3.5,Saama Technologies Inc,501-1000,1997.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,57000,80000,68500,AZ,Phoenix,27.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'Java']",['Bachelor'],4.0,Low
data scientist,129000-215000 ,4.4,Two Sigma,1001-5000,2001.0,Private,Investment Banking & Asset Management,Finance,129000,215000,172000,NY,New York,23.0,3078534386.6171002,1,Mid-level,['R'],['PhD'],5.0,High
data scientist,86000-143000 ,3.3,Liberty Mutual Insurance,10000++,1912.0,Private,Insurance Carriers,Insurance,86000,143000,114500,MA,Boston,112.0,10000000000.0,3,Mid-level,"['Python', 'R']",['Bachelor'],7.25830258302583,Medium
Other,63000-127000 ,3.9,AstraZeneca,10000++,1913.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,63000,127000,95000,MD,Gaithersburg,111.0,10000000000.0,3,Mid-level,['R'],[],5.0,Medium
data scientist,50000-89000 ,3.2,MITRE,5001-10000,1958.0,Nonprofit Organization,Federal Agencies,Government,50000,89000,69500,MA,Bedford,66.0,1500000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],1.0,Low
data engineer,43000-86000 ,3.2,Guidepoint,501-1000,2003.0,Private,Research & Development,Business Services,43000,86000,64500,NY,New York,21.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'SQL']",[],2.0,Low
Other,74000-149000 ,2.1,Cerus Corporation,201-500,1992.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,74000,149000,111500,CA,Concord,32.0,37500000.0,1,Mid-level,['R'],[],2.0,Medium
data scientist,71000-124000 ,4.0,Strategic Financial Solutions,501-1000,2007.0,Private,Consumer Product Rental,Consumer Services,71000,124000,97500,NY,New York,17.0,3078534386.6171002,2,Mid-level,"['Python', 'R', 'SQL']",[],7.25830258302583,Medium
data engineer,113000-196000 ,3.7,Takeda Pharmaceuticals,10000++,1781.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,113000,196000,154500,MA,Cambridge,243.0,10000000000.0,3,Mid-level,"['R', 'SQL']","['Bachelor', 'Master', 'PhD']",5.0,High
mle,81000-167000 ,2.6,Software Engineering Institute,501-1000,1984.0,College / University,Colleges & Universities,Education,81000,167000,124000,PA,Pittsburgh,40.0,3078534386.6171002,1,Senior,['R'],['PhD'],7.25830258302583,Medium
data scientist,69000-121000 ,3.4,"Remedy BPCI Partners, LLC.",201-500,2011.0,Private,Health Care Services & Hospitals,Health Care,69000,121000,95000,NY,New York,13.0,3078534386.6171002,2,Mid-level,"['Python', 'R', 'SQL']",[],3.0,Medium
data scientist,97000-160000 ,4.4,Maven Wave Partners,201-500,2008.0,Private,Consulting,Business Services,97000,160000,128500,IL,Chicago,16.0,75000000.0,1,Senior,"['Python', 'R', 'SQL', 'Java']",[],7.0,Medium
data scientist,150000-238000 ,3.2,The Climate Corporation,501-1000,2006.0,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,150000,238000,194000,CA,San Francisco,18.0,3078534386.6171002,3,Mid-level,"['R', 'Scala']",[],7.0,High
data scientist,77000-132000 ,3.5,Crossix Solutions,201-500,2005.0,Public,Advertising & Marketing,Business Services,77000,132000,104500,NY,New York,19.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']",['Master'],2.0,Medium
Other,24-39 Per Hour,3.7,Vail Health,501-1000,1966.0,Hospital,Health Care Services & Hospitals,Health Care,49920,81120,65520,CO,Vail,58.0,300000000.0,1,Mid-level,['R'],[],3.0,Low
data engineer,59000-112000 ,4.2,Clarity Insights,201-500,2008.0,Private,It Services,Information Technology,59000,112000,85500,NC,Charlotte,16.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'C++', 'Scala']",['Bachelor'],3.0,Medium
analyst,35000-65000 ,4.2,The Church of Jesus Christ of Latter-day Saints,10000++,1992.0,Nonprofit Organization,Religious Organizations,Non-Profit,35000,65000,50000,UT,Salt Lake City,32.0,3078534386.6171002,1,Mid-level,"['R', 'SQL']",[],2.0,Low
data engineer,79000-147000 ,3.1,NCSOFT,1001-5000,1997.0,Public,Video Games,Media,79000,147000,113000,CA,Aliso Viejo,27.0,10000000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Scala']",[],3.0,Medium
Other,62000-119000 ,3.9,GSK,10000++,1830.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,62000,119000,90500,MA,Cambridge,194.0,10000000000.0,3,Mid-level,['R'],"['Bachelor', 'Master']",3.0,Medium
data scientist,119000-187000 ,4.3,Factual,51-200,2008.0,Private,Computer Hardware & Software,Information Technology,119000,187000,153000,CA,Los Angeles,16.0,3078534386.6171002,1,Senior,"['Python', 'R', 'Java', 'Scala']",[],4.0,High
analyst,90000-157000 ,3.3,TriNet,1001-5000,1988.0,Public,Consulting,Business Services,90000,157000,123500,CA,Dublin,36.0,3500000000.0,3,Mid-level,"['R', 'SQL']","['Bachelor', 'Master']",4.0,Medium
analyst,32000-62000 ,3.9,Signpost,201-500,2010.0,Private,Internet,Information Technology,32000,62000,47000,NY,New York,14.0,17500000.0,1,Senior,"['R', 'SQL']",[],4.0,Low
manager,42000-86000 ,3.5,Central California Alliance for Health,501-1000,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,42000,86000,64000,CA,Scotts Valley,28.0,250500000.0,1,Mid-level,"['R', 'SQL']",['Bachelor'],7.25830258302583,Low
Other,116000-208000 ,4.0,Adobe,10000++,1982.0,Public,Computer Hardware & Software,Information Technology,116000,208000,162000,CA,San Jose,42.0,7500000000.0,2,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",['Master'],5.0,High
data scientist,102000-172000 ,3.9,AstraZeneca,10000++,1913.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102000,172000,137000,NY,New York,111.0,10000000000.0,3,Senior,"['Python', 'R', 'Scala']",['PhD'],2.0,High
data engineer,69000-127000 ,3.0,Pilot Flying J Travel Centers LLC,10000++,1958.0,Private,Gas Stations,Retail,69000,127000,98000,TN,Knoxville,66.0,10000000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Master'],3.0,Medium
data scientist,86000-144000 ,3.7,Swiss Re,10000++,1863.0,Public,Insurance Agencies & Brokerages,Insurance,86000,144000,115000,NY,Armonk,161.0,10000000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java']","['Master', 'PhD']",4.0,Medium
data scientist,102000-165000 ,3.5,Sartorius,5001-10000,1870.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102000,165000,133500,CO,Arvada,154.0,1500000000.0,1,Senior,"['Python', 'R']",['Master'],7.25830258302583,Medium
data engineer,74000-124000 ,4.0,Pinnacol Assurance,501-1000,1915.0,Nonprofit Organization,Insurance Carriers,Insurance,74000,124000,99000,CO,Denver,109.0,250500000.0,1,Mid-level,"['Python', 'R', 'SQL']",['Master'],7.25830258302583,Medium
Other,40000-68000 ,3.3,Palermo's Pizza,501-1000,1964.0,Private,Food & Beverage Manufacturing,Manufacturing,40000,68000,54000,WI,Milwaukee,60.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],5.0,Low
data engineer,76000-142000 ,3.2,Equian LLC,1001-5000,2004.0,Private,Health Care Services & Hospitals,Health Care,76000,142000,109000,TN,Franklin,20.0,3078534386.6171002,1,Senior,"['R', 'Java', 'Scala']",['Bachelor'],4.0,Medium
data engineer,76000-142000 ,3.4,MetroStar Systems,201-500,1999.0,Private,It Services,Information Technology,76000,142000,109000,MD,Rockville,25.0,37500000.0,1,Mid-level,['R'],"['Bachelor', 'Master']",5.0,Medium
data scientist,108000-171000 ,4.4,MathWorks,1001-5000,1984.0,Private,Computer Hardware & Software,Information Technology,108000,171000,139500,MA,Natick,40.0,1500000000.0,1,Senior,"['Python', 'R', 'SQL', 'Java']","['Bachelor', 'Master']",5.0,High
director,202000-306000 ,3.3,Liberty Mutual Insurance,10000++,1912.0,Private,Insurance Carriers,Insurance,202000,306000,254000,IL,Chicago,112.0,10000000000.0,3,Mid-level,"['Python', 'R']",['Master'],7.0,Very High
mle,91000-159000 ,3.2,Information Builders,1001-5000,1975.0,Private,Computer Hardware & Software,Information Technology,91000,159000,125000,NY,New York,49.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'SQL', 'Java', 'C++', 'Scala']",['Master'],5.0,Medium
Other,80000-133000 ,3.8,Novartis,10000++,1996.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,80000,133000,106500,MA,Cambridge,28.0,10000000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'C++']","['Master', 'PhD']",2.0,Medium
Other,49000-97000 ,2.9,Audentes Therapeutics,201-500,2012.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,97000,73000,CA,South San Francisco,12.0,3078534386.6171002,3,Mid-level,['R'],['PhD'],2.0,Low
Other,49000-113000 ,2.7,Advanced BioScience Laboratories,201-500,1961.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,113000,81000,MD,Rockville,63.0,37500000.0,1,Mid-level,"['R', 'Scala']",['PhD'],5.0,Medium
Other,21-34 Per Hour,3.6,Beebe Healthcare,1001-5000,1935.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43680,70720,57200,DE,Millville,89.0,300000000.0,1,Mid-level,['R'],[],7.25830258302583,Low
Other,65000-134000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,65000,134000,99500,NC,Winston-Salem,149.0,10000000000.0,1,Mid-level,['R'],['Bachelor'],5.0,Medium
analyst,32000-59000 ,3.3,National Interstate,501-1000,1989.0,Private,Insurance Carriers,Insurance,32000,59000,45500,OH,Richfield,35.0,250500000.0,1,Mid-level,['R'],['Bachelor'],2.0,Low
analyst,39000-69000 ,3.7,The Hanover Insurance Group,5001-10000,1852.0,Public,Insurance Carriers,Insurance,39000,69000,54000,MA,Worcester,172.0,7500000000.0,1,Mid-level,"['R', 'SQL']",['Bachelor'],3.0,Low
data engineer,87000-158000 ,4.5,Moser Consulting,51-200,1996.0,Private,Consulting,Business Services,87000,158000,122500,IN,Indianapolis,28.0,37500000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",['Bachelor'],20.0,Medium
analyst,27000-48000 ,3.0,Greenway Health,1001-5000,1977.0,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,27000,48000,37500,FL,Tampa,47.0,300000000.0,3,Mid-level,"['R', 'SQL']",['Master'],2.0,Low
analyst,36000-71000 ,3.8,Fareportal,1001-5000,2002.0,Private,Travel Agencies,Travel & Tourism,36000,71000,53500,NY,New York,22.0,3500000000.0,3,Mid-level,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",2.0,Low
data scientist,107000-173000 ,3.9,TransUnion,5001-10000,1968.0,Public,Financial Analytics & Research,Finance,107000,173000,140000,IL,Chicago,56.0,1500000000.0,1,Senior,"['Python', 'R', 'SQL']",[],7.0,High
Other,56000-99000 ,3.2,MITRE,5001-10000,1958.0,Nonprofit Organization,Federal Agencies,Government,56000,99000,77500,VA,Hampton,66.0,1500000000.0,3,Senior,"['R', 'Scala']",['PhD'],7.25830258302583,Medium
Other,Employer Provided Salary:25-28 Per Hour,3.3,Mcphail Associates,1-50,1976.0,Private,Construction,"Construction, Repair & Maintenance",52000,58240,55120,MA,Cambridge,48.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],5.0,Low
Other,80000-155000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,80000,155000,117500,NC,Winston-Salem,149.0,10000000000.0,1,Senior,['R'],['Master'],7.0,Medium
Other,43000-98000 ,2.4,Crown Bioscience,501-1000,2006.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,43000,98000,70500,CA,San Diego,18.0,75000000.0,1,Mid-level,['R'],"['Master', 'PhD']",3.0,Low
Other,44000-96000 ,2.9,Q2 Solutions,1001-5000,2015.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,44000,96000,70000,NY,Ithaca,9.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],5.0,Low
manager,45000-78000 ,4.8,HOVER,51-200,2011.0,Private,Computer Hardware & Software,Information Technology,45000,78000,61500,CA,San Francisco,13.0,37500000.0,1,Mid-level,"['R', 'SQL']",[],5.0,Low
Other,50000-110000 ,2.9,Q2 Solutions,1001-5000,2015.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,50000,110000,80000,GA,Marietta,9.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],5.0,Medium
data scientist,60000-99000 ,4.7,Oversight Systems,51-200,2003.0,Private,Computer Hardware & Software,Information Technology,60000,99000,79500,GA,Atlanta,21.0,37500000.0,1,Mid-level,"['Python', 'R', 'SQL']",[],3.0,Medium
data scientist,130000-206000 ,4.7,Confluent,501-1000,2014.0,Private,Computer Hardware & Software,Information Technology,130000,206000,168000,CA,Mountain View,10.0,300000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],5.0,High
data engineer,61000-119000 ,3.4,Arbella Insurance,1001-5000,1988.0,Private,Insurance Carriers,Insurance,61000,119000,90000,MA,Quincy,36.0,300000000.0,1,Mid-level,"['R', 'SQL', 'Java']",['Bachelor'],3.0,Medium
Other,Employer Provided Salary:100000-140000,3.7,Kronos Bio,Unknown,1992.0,Private,-1,Information Technology,100000,140000,120000,MA,Cambridge,32.0,3078534386.6171002,1,Mid-level,['R'],['PhD'],2.0,Medium
analyst,99000-178000 ,3.9,Life360,51-200,2008.0,Public,Computer Hardware & Software,Information Technology,99000,178000,138500,CA,San Francisco,16.0,3078534386.6171002,1,Senior,"['Python', 'R', 'SQL']",[],5.0,High
Other,86000-137000 ,3.6,IQVIA,10000++,2017.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,86000,137000,111500,PA,Plymouth Meeting,7.0,3500000000.0,3,Mid-level,['R'],"['Master', 'PhD']",7.25830258302583,Medium
manager,37000-100000 ,3.6,MassMutual,5001-10000,1851.0,Private,Insurance Carriers,Insurance,37000,100000,68500,MA,Boston,173.0,10000000000.0,1,Mid-level,['R'],"['Bachelor', 'Master']",4.0,Low
Other,58000-111000 ,3.9,GSK,10000++,1830.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,58000,111000,84500,MA,Cambridge,194.0,10000000000.0,3,Mid-level,['R'],"['Bachelor', 'Master']",3.0,Medium
data engineer,72000-133000 ,4.4,Eventbrite,1001-5000,2006.0,Public,Internet,Information Technology,72000,133000,102500,TN,Nashville,18.0,300000000.0,3,Senior,"['Python', 'R', 'SQL', 'Java', 'Scala']",[],10.0,Medium
Other,56000-91000 ,2.6,Software Engineering Institute,501-1000,1984.0,College / University,Colleges & Universities,Education,56000,91000,73500,PA,Pittsburgh,40.0,3078534386.6171002,1,Mid-level,['R'],['PhD'],15.0,Low
Other,61000-126000 ,3.6,Riverside Research Institute,501-1000,1967.0,Nonprofit Organization,Federal Agencies,Government,61000,126000,93500,OH,Beavercreek,57.0,75000000.0,1,Mid-level,"['Python', 'R']","['Bachelor', 'Master']",7.25830258302583,Medium
manager,95000-160000 ,3.2,"Numeric, LLC",1-50,1992.0,Private,Staffing & Outsourcing,Business Services,95000,160000,127500,PA,Allentown,32.0,7500000.0,1,Mid-level,['R'],[],5.0,Medium
analyst,53000-91000 ,4.2,The Church of Jesus Christ of Latter-day Saints,10000++,1992.0,Nonprofit Organization,Religious Organizations,Non-Profit,53000,91000,72000,UT,Salt Lake City,32.0,3078534386.6171002,1,Mid-level,"['R', 'SQL']",[],3.0,Low
Other,101000-158000 ,3.6,MassMutual,5001-10000,1851.0,Private,Insurance Carriers,Insurance,101000,158000,129500,MA,Boston,173.0,10000000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],5.0,Medium
analyst,33000-61000 ,3.1,Icon Health and Fitness,1001-5000,1977.0,Private,Consumer Products Manufacturing,Manufacturing,33000,61000,47000,UT,Logan,47.0,250500000.0,3,Mid-level,"['Python', 'R', 'SQL']",[],7.25830258302583,Low
data engineer,44000-86000 ,3.8,Shipt,501-1000,2014.0,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,44000,86000,65000,AL,Birmingham,10.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",['Bachelor'],2.0,Low
analyst,43000-77000 ,3.8,Associated Banc-Corp,1001-5000,1870.0,Public,Banks & Credit Unions,Finance,43000,77000,60000,WI,Green Bay,154.0,1500000000.0,3,Mid-level,['R'],['Bachelor'],2.0,Low
data scientist,125000-210000 ,4.0,Pfizer,10000++,1849.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,125000,210000,167500,NY,New York,175.0,10000000000.0,1,Senior,['R'],['Master'],3.0,High
analyst,44000-86000 ,3.8,Fareportal,1001-5000,2002.0,Private,Travel Agencies,Travel & Tourism,44000,86000,65000,NY,New York,22.0,3500000000.0,3,Mid-level,"['R', 'SQL', 'Scala']",[],7.25830258302583,Low
analyst,69000-119000 ,4.0,Novetta,501-1000,2012.0,Private,Enterprise Software & Network Solutions,Information Technology,69000,119000,94000,VA,Herndon,12.0,300000000.0,3,Senior,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],7.25830258302583,Medium
